wavelength_nm,ordinary,extraordinary
661,1.8007199455196592E-19,5.9530899968986792E-20
662,1.7639609681697385E-19,5.6005042852686834E-20
663,1.7520304776176013E-19,4.9924777305478404E-20
664,1.7441691260569086E-19,4.3673516145958689E-20
665,1.7300366837416097E-19,4.2520311570891689E-20
666,1.7221823664125827E-19,4.6635745381420264E-20
667,1.7106658272601984E-19,5.0498961134978283E-20
668,1.6986008676686408E-19,4.9740617611719422E-20
669,1.6996713229546481E-19,4.5187052036101095E-20
670,1.7058413347761874E-19,4.4011265657329959E-20
671,1.7270513273333837E-19,4.7859458198281031E-20
672,1.735138810840416E-19,4.8041885463490078E-20
673,1.679414926964446E-19,3.9370827481641673E-20
674,1.6149328595502167E-19,4.0665086863023152E-20
675,1.5880052578799898E-19,4.1183091427472586E-20
676,1.5661051626139684E-19,3.4761943065039089E-20
677,1.5535248792308045E-19,3.1016864783070593E-20
678,1.5527151175180359E-19,2.7758682182817164E-20
679,1.5576316745815445E-19,2.4298024792177302E-20
680,1.5400342441669667E-19,2.7013645021100848E-20
681,1.5129766106724814E-19,3.0694694615538956E-20
682,1.5008085456225941E-19,2.9870000627171337E-20
683,1.5036801960129661E-19,2.9410125735212381E-20
684,1.5268407424853119E-19,2.8005777124890468E-20
685,1.5392573124197019E-19,2.3315359350272123E-20
686,1.5384701226517462E-19,2.1714120793179474E-20
687,1.5302082663898942E-19,2.2623133557032051E-20
688,1.5257649439539417E-19,2.3629273302627621E-20
689,1.4988044225127224E-19,2.6801951997499377E-20
690,1.4610247697660818E-19,2.9823874738219054E-20
691,1.4701784388152267E-19,2.291501370207462E-20
692,1.5347237937583144E-19,1.8585981909905781E-20
693,1.5626322092563876E-19,1.4966847032156021E-20
694,1.5295581929049575E-19,1.8330699168231409E-20
695,1.4616942663086742E-19,1.3584087737333978E-20
696,1.4223670010128673E-19,1.3911572004260902E-20
697,1.4445440361350518E-19,2.3964163981695561E-20
698,1.475077269487167E-19,3.2211142055772567E-20
699,1.4705133153440517E-19,2.7249145913079347E-20
700,1.4416774302633201E-19,1.2597374018938105E-20
701,1.424140762751914E-19,6.4422009586578676E-21
702,1.4216436404004509E-19,2.7808773778665203E-21
703,1.4154090281406964E-19,2.1841598453222914E-22
704,1.4110097451290429E-19,2.8504964654595629E-21
705,1.4197420376546316E-19,7.9806895159761636E-22
706,1.3815347818364562E-19,5.2605352896893902E-21
707,1.3170728199981183E-19,7.9545584873548821E-21
708,1.2976480620944823E-19,5.9495676151236432E-21
709,1.3137934189535431E-19,1.0394903348451377E-21
710,1.3167402181363707E-19,5.5073347904202225E-21
711,1.3328184853838488E-19,2.1326108159789351E-21
712,1.3733216906678043E-19,1.113662510838582E-21
713,1.3857404942109377E-19,4.8396815937503017E-21
714,1.3794573151832543E-19,9.5056741199423305E-21
715,1.3769200617863481E-19,8.2747011243767415E-21
716,1.3743069454150442E-19,5.6384792887372095E-21
717,1.3679590646118322E-19,3.1966872625938216E-21
718,1.3748150384084929E-19,2.0812452864412098E-21
719,1.3774624764121701E-19,7.9261296198462124E-21
720,1.3411997882203318E-19,1.0529312686153518E-20
721,1.2711230120987539E-19,8.0710772353425112E-21
722,1.2556231400023774E-19,5.5877779303303151E-21
723,1.2650246724998514E-19,5.3101961778848464E-21
724,1.254951070985842E-19,2.7717777893898188E-21
725,1.2485444342574488E-19,1.9375560367089839E-21
726,1.2590091934190095E-19,4.7473076876741404E-21
727,1.2770326146513333E-19,9.6174770837156568E-21
728,1.2989500404240936E-19,1.2882343278430125E-20
729,1.2997142235919588E-19,1.2828242680260842E-20
730,1.302783755269678E-19,1.3105369819781776E-20
731,1.2982238011272766E-19,9.2911609891180935E-21
732,1.2918338414261994E-19,3.8439669130328935E-21
733,1.3024665948898732E-19,1.8354638746501989E-21
734,1.3131016561905453E-19,3.3016011865781519E-21
735,1.3112321625156029E-19,1.140167351265713E-20
736,1.2882851577733059E-19,2.6557518913968301E-20
737,1.2502252125894024E-19,2.6724394348278681E-20
738,1.2083546477989623E-19,1.9977363946891752E-20
739,1.1564726067316915E-19,1.2846837155396529E-20
740,1.1388039872902896E-19,4.0331715577341904E-21
741,1.1341902992260345E-19,7.002793839760525E-21
742,1.0977458267476955E-19,1.3011074457030467E-20
743,1.0803114711040562E-19,8.5564408591503956E-21
744,1.0380566413449791E-19,4.6581666062285704E-21
745,9.925344554389054E-20,3.7091962401018397E-21
746,9.8298144547150295E-20,6.6968902396287465E-22
747,1.0403596050728241E-19,1.5614566910482736E-21
748,1.1015534856056209E-19,3.933549645954107E-21
749,1.1160378427330239E-19,7.7484584537071129E-21
750,1.1043398410328826E-19,8.6031815831167656E-21
751,1.1131770633214503E-19,9.7450992621557334E-21
752,1.1350720243817307E-19,1.5027269014064049E-20
753,1.1326167533686518E-19,2.4609854625187877E-20
754,1.1077224176188798E-19,3.514904165906156E-20
755,1.0865704065333888E-19,3.8415510495274442E-20
756,1.1159537837526916E-19,3.7310671299564952E-20
757,1.1677773622470519E-19,3.3295560803901686E-20
758,1.1709804871396205E-19,2.5292872883068279E-20
759,1.1612850385417671E-19,2.1880042675089069E-20
760,1.1552558532421096E-19,2.1897916169992208E-20
761,1.1453364078275684E-19,2.2119090158628824E-20
762,1.1484713759680908E-19,2.6104100484278953E-20
763,1.1796974486508855E-19,3.1415331549986495E-20
764,1.2240541396140889E-19,3.1676604156086498E-20
765,1.257192325186359E-19,2.6782824481810897E-20
766,1.2697234493942422E-19,2.3791134803415395E-20
767,1.242870575520556E-19,2.4060527503418089E-20
768,1.2123554520501503E-19,2.0976019181860028E-20
769,1.1762701519907624E-19,2.0149200976615913E-20
770,1.1533124625164542E-19,2.4561102870589599E-20
771,1.128954403685967E-19,2.8759455333491985E-20
772,1.1117146731773474E-19,3.4492243237369248E-20
773,1.098206087080926E-19,3.7244282831865336E-20
774,1.062244820469742E-19,3.5116368616430427E-20
775,1.0225375764240982E-19,3.5496300370621146E-20
776,9.86561645470383E-20,3.5799367194349894E-20
777,9.5805416766473113E-20,3.521456903136607E-20
778,9.5396596285903883E-20,3.3165533196250088E-20
779,9.6856667325391371E-20,3.1901173887077254E-20
780,9.7743740391856946E-20,3.3223488625541592E-20
